_id,NomEmpresa,IdcClassificacaoBarragens,DatConclusaoConstrucao
4839,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1962-09-30
4840,COMPANHIA ENERGÉTICA JAGUARA,B,1970-07-24
4841,COMPANHIA ENERGÉTICA JAGUARA,B,1970-07-24
4842,Cinco Estrelas Agropecuária e Participações Ltda,B,2002-09-30
4843,Ibitu Energética S.A.,B,2002-09-30
4844,Cinco Estrelas Agropecuária e Participações Ltda,B,2002-09-30
4845,Ibitu Energética S.A.,B,2002-09-30
4846,CEMIG Geração Sul S.A.,C,1950-04-01
4847,Ouro Safra Indústria e Comércio Ltda,B,1950-01-01
4848,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
4849,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
4850,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
4851,ITAMARATI NORTE S/A AGROPECUÁRIA,C,1994-11-01
4852,Statkraft Energias Renováveis S.A.,C,1909-02-20
4853,FOZ DO CHOPIM ENERGÉTICA LTDA.,B,1969-01-01
4854,Rio Paraná Energia S.A.,B,1969-01-01
4855,Rio Paraná Energia S.A.,B,1969-01-01
4856,Rio Paranapanema Energia S.A.,B,1961-10-15
4857,Rio Paranapanema Energia S.A.,B,1961-10-15
4858,Companhia Brasileira de Alumínio,B,1946-11-30
4859,Companhia Brasileira de Alumínio,B,1946-11-30
4860,CEB Lajeado S.A,B,2001-02-20
4861,INVESTCO SA,B,2001-02-20
4862,LAJEADO ENERGIA S/A,B,2001-02-20
4863,PAULISTA LAJEADO ENERGIA S/A,B,2001-02-20
4864,Lajes Energia S.A,B,1904-01-01
4865,Lajes Energia S.A,B,1959-01-01
4866,Lajes Energia S.A,B,1913-01-01
4867,Lajes Energia S.A,B,1908-01-01
4868,Lajes Energia S.A,B,1945-01-01
4869,Lajes Energia S.A,B,1945-01-01
4870,Chimay Empreendimentos e Participações Ltda.,C,1917-01-05
4871,AES Brasil Operações S.A.,B,1979-03-16
4872,AES Brasil Operações S.A.,B,1979-03-16
4873,Quanta Geração S.A.,B,1950-01-01
4874,CPFL ENERGIAS RENOVÁVEIS S.A.,C,1911-01-01
4875,ALCOA ALUMÍNIO S/A,B,2001-08-28
4876,Companhia Brasileira de Alumínio,B,2001-08-28
4877,DME DISTRIBUIÇÃO S.A. - DMED,B,2001-08-28
4878,ENGIE Brasil Energia S.A.,B,2001-08-28
4879,MACHADINHO PARTICIPACOES S.A.,B,2001-08-28
4880,VALE S.A.,B,2001-08-28
4881,Votorantim Cimentos Machadinho Energia Ltda.,B,2001-08-28
4882,ALCOA ALUMÍNIO S/A,B,2001-08-28
4883,Companhia Brasileira de Alumínio,B,2001-08-28
4884,DME DISTRIBUIÇÃO S.A. - DMED,B,2001-08-28
4885,ENGIE Brasil Energia S.A.,B,2001-08-28
4886,MACHADINHO PARTICIPACOES S.A.,B,2001-08-28
4887,VALE S.A.,B,2001-08-28
4888,Votorantim Cimentos Machadinho Energia Ltda.,B,2001-08-28
4889,ALCOA ALUMÍNIO S/A,B,2001-08-28
4890,Companhia Brasileira de Alumínio,B,2001-08-28
4891,DME DISTRIBUIÇÃO S.A. - DMED,B,2001-08-28
4892,ENGIE Brasil Energia S.A.,B,2001-08-28
4893,MACHADINHO PARTICIPACOES S.A.,B,2001-08-28
4894,VALE S.A.,B,2001-08-28
4895,Votorantim Cimentos Machadinho Energia Ltda.,B,2001-08-28
4896,Horizontes Energia S.A,B,1990-06-01
4897,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4898,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4899,Produtores Energéticos de Manso S.A,B,2000-01-01
4900,Produtores Energéticos de Manso S.A,B,2000-01-01
4901,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4902,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4903,Produtores Energéticos de Manso S.A,B,2000-01-01
4904,Produtores Energéticos de Manso S.A,B,2000-01-01
4905,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4906,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4907,Produtores Energéticos de Manso S.A,B,2000-01-01
4908,Produtores Energéticos de Manso S.A,B,2000-01-01
4909,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4910,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4911,Produtores Energéticos de Manso S.A,B,2000-01-01
4912,Produtores Energéticos de Manso S.A,B,2000-01-01
4913,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4914,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4915,Produtores Energéticos de Manso S.A,B,2000-01-01
4916,Produtores Energéticos de Manso S.A,B,2000-01-01
4917,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4918,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4919,Produtores Energéticos de Manso S.A,B,2000-01-01
4920,Produtores Energéticos de Manso S.A,B,2000-01-01
4921,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4922,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4923,Produtores Energéticos de Manso S.A,B,2000-01-01
4924,Produtores Energéticos de Manso S.A,B,2000-01-01
4925,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4926,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4927,Produtores Energéticos de Manso S.A,B,2000-01-01
4928,Produtores Energéticos de Manso S.A,B,2000-01-01
4929,Furnas-Centrais Elétricas S.A.,B,1975-10-25
4930,CEMIG Geração Sul S.A.,C,1914-12-01
4931,CEMIG Geração Oeste S.A.,C,1950-10-01
4932,Energest S.A.,B,1974-02-20
4933,Energest S.A.,B,1974-02-20
4934,Energest S.A.,B,1974-02-20
4935,"Libraga, Brandão & Cia Ltda.",C,1972-09-01
4936,RIO NOVO ENERGIAS RENOVÁVEIS LTDA,B,1997-10-30
4937,COMPANHIA ENERGÉTICA MIRANDA,B,1997-05-01
4938,AES Brasil Operações S.A.,B,1997-09-01
4939,Mohini Empreendimentos e Participações Ltda.,C,1909-01-10
4940,VOTORANTIM CIMENTOS S.A.,B,1948-06-15
4941,MONTE SERRAT ENERGÉTICA S/A,B,2008-12-10
4942,Enel Green Power Mourão S.A.,C,1964-06-01
4943,Companhia Hidro Elétrica do São Francisco,B,1976-08-01
4944,CEMIG Geração Leste S.A.,C,1948-10-01
4945,LIGHT ENERGIA S.A,B,1953-01-01
4946,LIGHT ENERGIA S.A,B,1953-01-01
4947,LIGHT ENERGIA S.A,B,1953-01-01
4948,AES Brasil Operações S.A.,B,1982-12-19
4949,CEMIG Geração e Transmissão S.A.,B,1992-04-01
4950,CEMIG Geração Sul S.A.,B,1930-05-27
4951,GESM - GERAÇÃO DE ENERGIA SUL DE MINAS S/A,C,1927-01-01
4952,Cemig PCH  S.A,C,1958-10-01
4953,CELESC Geração S.A.,B,1963-12-01
4954,CELESC Geração S.A.,B,1963-12-01
4955,CELESC Geração S.A.,B,2000-04-01
4956,Lightger S.A.,B,2012-05-01
4957,Lightger S.A.,B,2012-05-01
4958,Enel Green Power Paranapanema S.A.,B,1936-06-01
4959,CEB Geração S.A.,B,1959-07-31
4960,CEMIG Geração e Transmissão S.A.,C,1948-07-01
4961,DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ GERAÇÃO,C,1962-12-31
4962,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1948-11-15
4963,ENERGÉTICA CAMPOS DE CIMA DA SERRA LTDA,B,2003-08-01
4964,ENERGÉTICA CAMPOS DE CIMA DA SERRA LTDA,B,2003-08-01
4965,ENGIE Brasil Energia S.A.,B,1971-05-01
4966,ENGIE Brasil Energia S.A.,B,1971-05-01
4967,ENGIE Brasil Energia S.A.,B,1971-05-01
4968,COMPANHIA SIDERÚRGICA NACIONAL,B,1973-03-17
4969,COMPANHIA SIDERÚRGICA NACIONAL,B,1973-03-17
4970,CSN MINERAÇÃO S.A.,B,1973-03-17
4971,CSN MINERAÇÃO S.A.,B,1973-03-17
4972,ELIZABETH CIMENTOS S/A,B,1973-03-17
4973,ELIZABETH CIMENTOS S/A,B,1973-03-17
4974,MINÉRIOS NACIONAL S.A.,B,1973-03-17
4975,MINÉRIOS NACIONAL S.A.,B,1973-03-17
4976,Mercantil Energia Ltda,C,1945-03-06
4977,Mercantil Energia Ltda,C,1945-03-06
4978,Companhia Hidro Elétrica do São Francisco,B,1954-09-18
4979,ENERGÉTICA RIO PEDRINHO LTDA.,B,2003-08-01
4980,Furnas-Centrais Elétricas S.A.,B,1956-12-21
4981,LIGHT ENERGIA S.A,B,1962-01-01
4982,CELESC Geração S.A.,C,1965-01-01
4983,CELESC Geração S.A.,C,1965-01-01
4984,CELESC Geração S.A.,C,2013-04-26
4985,PESQUEIRO ENERGIA S/A,C,2002-12-15
4986,CEMIG Geração Leste S.A.,B,1945-11-06
4987,Quanta Geração S.A.,C,1908-01-01
4988,CEMIG Geração Sul S.A.,B,1954-07-02
4989,L.D.Q.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2004-05-27
4990,HIDRELÉTRICA PIPOCA S.A.,B,2010-05-01
4991,INDÚSTRIA DE MATERIAL BÉLICO DO BRASIL IMBEL,B,1932-12-08
4992,INDÚSTRIA DE MATERIAL BÉLICO DO BRASIL IMBEL,B,1957-08-15
4993,ARCELORMITTAL BRASIL S.A.,B,1939-01-01
4994,Companhia Brasileira de Alumínio,B,2002-06-28
4995,CEMIG Geração Poço Fundo S.A.,B,1948-10-01
4996,ENGIE Brasil Energia S.A.,B,2004-12-31
4997,ENGIE Brasil Energia S.A.,B,2004-12-31
4998,Furnas-Centrais Elétricas S.A.,B,1973-07-03
4999,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
5000,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1998-12-15
5001,Companhia Brasileira de Alumínio,B,1982-10-30
5002,LUMBRÁS ENERGÉTICA S.A.,B,2009-12-23
5003,AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A,B,1963-12-31
5004,PRIMAVERA ENERGIA S.A.,B,1995-12-01
5005,AES Brasil Operações S.A.,B,1977-04-01
5006,COMPANHIA ENERGÉTICA CHAPECÓ - CEC,B,2003-07-05
5007,Horizontes Energia S.A,C,1960-10-01
5008,CEB Participações S.A,B,2003-06-01
5009,CEMIG Geração e Transmissão S.A.,B,2003-06-01
5010,CEB Participações S.A,B,2003-06-01
5011,CEMIG Geração e Transmissão S.A.,B,2003-06-01
5012,CEB Participações S.A,B,2003-06-01
5013,CEMIG Geração e Transmissão S.A.,B,2003-06-01
5014,Empresa Metropolitana de Águas e Energia S.A.,B,1925-01-01
5015,Statkraft Energias Renováveis S.A.,B,1959-02-20
5016,CEMIG Geração e Transmissão S.A.,B,1924-10-01
5017,CPFL ENERGIAS RENOVÁVEIS S.A.,C,1998-01-01
5018,Copel Geração E Transmissão S.A.,B,1996-04-24
5019,Companhia CELG de Participações - CELGPAR,B,1956-01-01
5020,RONDON ENERGIA S.A.,C,2010-10-25
5021,RONDON ENERGIA S.A.,C,2010-10-25
5022,RONDON ENERGIA S.A.,C,2010-10-25
5023,Rosal Energia S.A.,B,1999-10-09
5024,Rio Paranapanema Energia S.A.,B,1986-11-03
5025,Rio Paranapanema Energia S.A.,B,1986-11-03
5026,SÁ Carvalho S.A.,B,1950-10-01
5027,SÁ Carvalho S.A.,C,1950-10-01
5028,HIDROLUZ CENTRAIS ELÉTRICAS LTDA,C,2004-09-15
5029,ENERCOOP LTDA,C,1994-04-03
5030,Copel Geração E Transmissão S.A.,B,1998-07-31
5031,Companhia Brasileira de Alumínio,B,1989-10-30
5032,Horizontes Energia S.A,C,1955-10-01
5033,Rio Paranapanema Energia S.A.,B,1958-02-25
5034,KLABIN S.A.,C,1952-01-26
5035,ENGIE Brasil Energia S.A.,B,1971-05-01
5036,ENGIE Brasil Energia S.A.,B,1982-06-15
5037,ENGIE Brasil Energia S.A.,B,1982-07-15
5038,ENGIE Brasil Energia S.A.,B,1982-07-15
5039,ENGIE Brasil Energia S.A.,B,1982-07-15
5040,CELESC Geração S.A.,B,1914-01-01
5041,CELESC Geração S.A.,B,1914-01-01
5042,CELESC Geração S.A.,B,1914-01-01
5043,CELESC Geração S.A.,B,1914-01-01
5044,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5045,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5046,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5047,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5048,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5049,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5050,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5051,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5052,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5053,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
5054,Ferro Ligas Piracicaba Ltda,C,1905-03-25
5055,LIGHT ENERGIA S.A,B,1960-01-01
5056,COMPANHIA ENERGÉTICA SANTA CLARA,B,2001-10-30
5057,COMPANHIA ENERGÉTICA SANTA CLARA,B,2001-10-30
5058,COMPANHIA ENERGÉTICA SANTA CLARA,B,2001-10-30
5059,COMPANHIA ENERGÉTICA SANTA CLARA,B,2001-10-30
5060,COMPANHIA ENERGÉTICA SANTA CLARA,B,2001-10-30
5061,UHE São Simão Energia S.A.,B,1977-06-01
5062,Copel Geração E Transmissão S.A.,B,1992-03-20
5063,Furnas-Centrais Elétricas S.A.,B,1996-12-01
5064,Furnas-Centrais Elétricas S.A.,B,1996-12-01
5065,Furnas-Centrais Elétricas S.A.,B,1996-12-01
5066,Companhia Brasileira de Alumínio,B,1978-10-30
5067,BAHIA PCH I S.A.,B,2010-08-31
5068,Companhia Hidro Elétrica do São Francisco,B,1977-08-01
5069,Companhia Hidro Elétrica do São Francisco,B,1977-03-01
5070,Companhia Hidro Elétrica do São Francisco,B,1978-03-01
5071,Companhia Hidro Elétrica do São Francisco,B,1978-06-01
5072,Tocantins Energética S.A.,C,1994-01-03
5073,Companhia Brasileira de Alumínio,C,1998-08-15
5074,Companhia Brasileira de Alumínio,C,1998-08-15
5075,Mohini Empreendimentos e Participações Ltda.,C,1909-01-10
5076,Statkraft Energias Renováveis S.A.,B,1965-02-20
5077,Rio Paranapanema Energia S.A.,B,1992-09-15
5078,Rio Paranapanema Energia S.A.,B,1992-09-15
5079,Eletricidade da Amazônia LTDA.,C,1997-09-12
5080,Quanta Geração S.A.,C,1912-01-01
5081,PRIMAVERA ENERGIA S.A.,C,1983-06-01
5082,SANTA MARIA CIA DE PAPEL E CELULOSE,C,1964-09-29
5083,TIJOÁ PARTICIPAÇÕES E INVESTIMENTOS S.A.,B,1990-08-01
5084,Jayaditya Empreendimentos e Participações Ltda,C,1928-01-05
5085,CEMIG Geração Leste S.A.,B,1954-08-01
5086,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5087,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5088,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5089,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5090,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5091,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5092,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5093,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5094,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5095,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5096,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5097,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5098,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5099,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
5100,CARVIC Empreendimentos e Participações Ltda.,C,1964-01-01
5101,LIGHT ENERGIA S.A,B,1952-01-01
5102,Enel Green Power Volta Grande S.A.,B,1974-06-01
5103,Horizontes Energia S.A,C,1971-11-01
5104,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5105,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5106,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5107,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5108,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5109,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5110,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5111,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
5112,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1955-01-01
5113,Santa Rosa S.A,B,2008-04-15
5114,COMPANHIA ENERGÉTICA DO JARI,B,2014-03-10
5115,CEMIG Geração e Transmissão S.A.,C,1947-10-01
5116,Statkraft Energias Renováveis S.A.,B,2007-02-20
5117,Chimay Empreendimentos e Participações Ltda.,C,1911-01-01
5118,IRANI PAPEL E EMBALAGEM S.A.,C,1964-01-06
5119,COMPANHIA SÃO PATRÍCIO DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CSP-G&T,C,1955-12-31
5120,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
5121,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
5122,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
5123,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
5124,COMPANHIA SIDERÚRGICA NACIONAL,B,1978-01-09
5125,CSN CIMENTOS BRASIL S.A.,B,1978-01-09
5126,CEMIG Geração Leste S.A.,C,1999-01-01
5127,CASSOL CENTRAIS ELÉTRICAS LTDA,C,1995-10-01
5128,Companhia Hidro Elétrica do São Francisco,B,1961-12-01
5129,Companhia Hidro Elétrica do São Francisco,B,1955-01-01
5130,Companhia Hidro Elétrica do São Francisco,B,1967-01-01
5131,Companhia Hidro Elétrica do São Francisco,B,1974-03-01
5132,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
5133,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
5134,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
5135,Companhia Hidro Elétrica do São Francisco,B,1969-12-01
5136,Companhia Hidro Elétrica do São Francisco,B,1994-12-01
5137,Companhia Hidro Elétrica do São Francisco,B,1994-05-30
5138,Companhia Hidro Elétrica do São Francisco,B,1992-08-01
5139,Companhia Hidro Elétrica do São Francisco,B,1992-09-01
5140,Companhia Hidro Elétrica do São Francisco,B,1994-03-21
5141,Chimay Empreendimentos e Participações Ltda.,C,1926-01-10
5142,Centrais Elétricas Cassol  Ltda,C,2001-06-01
5143,Centrais Elétricas Cassol  Ltda,C,2001-06-01
5144,Companhia Brasileira de Alumínio,B,1999-04-28
5145,Rio Paranapanema Energia S.A.,B,1999-04-28
5146,Companhia Brasileira de Alumínio,B,1999-04-28
5147,Rio Paranapanema Energia S.A.,B,1999-04-28
5148,ELETRICIDADE SÃO PEDRO LTDA,C,1916-01-01
5149,Chimay Empreendimentos e Participações Ltda.,C,1911-01-01
5150,Chimay Empreendimentos e Participações Ltda.,C,1910-12-27
5151,Chimay Empreendimentos e Participações Ltda.,C,1911-01-01
5152,Chimay Empreendimentos e Participações Ltda.,C,1910-11-01
5153,Mohini Empreendimentos e Participações Ltda.,C,1954-02-10
5154,Mohini Empreendimentos e Participações Ltda.,B,1917-01-10
5155,APIACÁS ENERGIA S.A.,C,1954-06-01
5156,APIACÁS ENERGIA S.A.,C,1954-06-01
5157,PRIMAVERA ENERGIA S.A.,C,1985-06-01
5158,PRIMAVERA ENERGIA S.A.,C,1986-06-01
5159,CEMIG Geração e Transmissão S.A.,B,1961-09-01
5160,CEMIG Geração e Transmissão S.A.,B,1981-10-31
5161,CEMIG Geração e Transmissão S.A.,B,1981-10-31
5162,CEMIG Geração e Transmissão S.A.,B,1981-10-31
5163,Furnas-Centrais Elétricas S.A.,B,1969-11-01
5164,Furnas-Centrais Elétricas S.A.,B,1969-11-01
5165,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5166,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5167,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5168,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5169,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5170,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5171,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5172,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
5173,VOTORANTIM CIMENTOS S.A.,C,1915-10-10
5174,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
5175,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
5176,Furnas-Centrais Elétricas S.A.,B,1972-01-01
5177,Furnas-Centrais Elétricas S.A.,B,1972-01-01
5178,Furnas-Centrais Elétricas S.A.,B,1972-01-01
5179,Copel Geração E Transmissão S.A.,B,1945-01-01
5180,Jayaditya Empreendimentos e Participações Ltda,C,1912-01-10
5181,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
5182,Guarantã Energética Ltda,C,2003-02-22
5183,VOTORANTIM CIMENTOS S.A.,C,1942-07-10
5184,Aliança Geração de Energia S.A.,B,2001-06-29
5185,COTEMINAS S.A.,B,2001-06-29
5186,RIO MANHUAÇU ENERGÉTICA LTDA,B,2000-06-15
5187,CEMIG Geração e Transmissão S.A.,B,1955-07-01
5188,CEMIG Geração e Transmissão S.A.,C,1955-07-01
5189,Ombreiras Energética S.A,B,2005-06-21
5190,Ombreiras Energética S.A,B,2005-06-21
5191,Ombreiras Energética S.A,B,2005-06-21
5192,LIGHT ENERGIA S.A,B,1952-01-01
5193,Tocantins Energética S.A.,C,1994-01-03
5194,Mohini Empreendimentos e Participações Ltda.,C,1928-01-10
5195,Elera Renováveis S.A.,B,2001-05-01
5196,Elera Renováveis S.A.,B,2001-05-01
5197,Elera Renováveis S.A.,B,2001-05-01
5198,Hidrelétrica Comodoro Ltda,C,1992-12-15
5199,GALERA CENTRAIS ELÉTRICAS S/A,C,2006-03-15
5200,Indiavaí Energetica S.A,C,2003-07-30
5201,Indiavaí Energetica S.A,C,2003-07-30
5202,Indiavaí Energetica S.A,C,2003-07-30
5203,CAMPOS NOVOS ENERGIA S.A.,B,2006-07-31
5204,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1950-01-01
5205,Tocantins Energética S.A.,C,1999-04-01
5206,AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A,C,1992-12-31
5207,Jayaditya Empreendimentos e Participações Ltda,B,1951-01-10
5208,PRIMAVERA ENERGIA S.A.,C,1976-06-01
5209,ELETROGOES S/A,C,2009-07-15
5210,Aliança Geração de Energia S.A.,B,2005-12-02
5211,L.D.O.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2005-12-02
5212,Aliança Geração de Energia S.A.,B,2005-10-02
5213,L.D.O.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2005-10-02
5214,Aliança Geração de Energia S.A.,B,2006-07-23
5215,L.D.O.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2006-07-23
5216,SPE Barra da Paciência Energia S.A.,B,2010-11-25
5217,LAGOA AZUL ENERGÉTICA S.A.,B,2004-06-15
5218,LAGOA AZUL ENERGÉTICA S.A.,B,2004-06-15
5219,SERRA NEGRA ENERGÉTICA S.A.,B,2006-09-14
5220,CENTRAIS HIDRELÉTRICAS GRAPON Ltda,B,2003-06-01
5221,CENTRAIS HIDRELÉTRICAS GRAPON Ltda,B,2003-06-01
5222,Hidrelétrica Rio Vitorino Ltda,C,2001-07-01
5223,BAESA-ENERGÉTICA BARRA GRANDE S/A,B,2005-07-05
5224,SPE Várzea Alegre Energia S.A.,B,2010-11-05
5225,CAPARAÓ ENERGIA S/A,C,2008-05-09
5226,SPE Ninho da Águia Energia S.A.,C,2010-11-05
5227,BELA VISTA ENERGÉTICA LTDA.,C,2003-07-01
5228,FUNIL ENERGIA S/A,B,2007-12-14
5229,Companhia CELG de Participações - CELGPAR,B,1990-06-19
5230,Companhia CELG de Participações - CELGPAR,B,1990-06-19
5231,Companhia CELG de Participações - CELGPAR,B,1990-06-19
5232,Companhia CELG de Participações - CELGPAR,B,1990-06-19
5233,CALHEIROS ENERGIA S/A,B,2008-02-14
5234,SÃO GONÇALO ENERGIA LTDA,B,2010-04-05
5235,Cooperativa Regional de Desenvolvimento Teutônia - CERTEL,C,2002-10-05
5236,TRÍADE ENERGIAS RENOVÁVEIS LTDA.,B,1956-03-01
5237,RIO POMBA ENERGÉTICA LTDA,B,2003-06-15
5238,SPE Cocais Grande Energia S.A.,C,2008-10-15
5239,SPE Varginha Energia S.A.,B,2010-09-02
5240,SPE CRISTINA ENERGIA S.A.,B,2011-09-25
5241,CARANGOLA ENERGIA S/A,C,2007-08-10
5242,Corumbá Concessões S.A.,B,2005-04-01
5243,SPE Corrente Grande Energia S.A.,B,2010-11-25
5244,Dme Energética S.A. - DMEE,C,2003-02-01
5245,Companhia Brasileira de Alumínio,B,2005-07-31
5246,LINHA EMÍLIA ENERGÉTICA S.A.,B,2008-11-30
5247,COTIPORÃ ENERGÉTICA S.A.,B,2008-10-23
5248,CAÇADOR ENERGÉTICA S.A.,B,2008-09-15
5249,ENERGÉTICA SALTO NATAL S.A.,B,2003-09-01
5250,ENERGÉTICA SALTO NATAL S.A.,B,2003-09-01
5251,BT GERADORA DE ENERGIA ELÉTRICA S/A,C,2003-10-20
5252,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
5253,Hidrelétrica Areia Branca S.A.,B,2009-03-15
5254,Hidrelétrica Cachoeirão S.A.,B,2009-02-28
5255,MAYNART ENERGÉTICA LTDA.,B,2003-05-01
5256,RIO GLÓRIA ENERGÉTICA S.A.,B,2002-06-01
5257,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2004-08-25
5258,Santa Laura S.A,B,2007-08-01
5259,Grandview Energia Ltda,C,1903-01-01
5260,SÃO JOAQUIM ENERGIA S/A,B,2007-12-14
5261,MAGGI Energia S.A.,C,1994-01-01
5262,Mineração Taboca S.A,C,2016-09-11
5263,Mineração Taboca S.A,C,2016-09-11
5264,PANTANAL ENERGÉTICA LTDA,B,1969-11-01
5265,Piracicaba Geradora de Energia Ltda,C,1901-01-01
5266,Hidrossol Hidroelétricas Cassol Ltda,C,2005-06-01
5267,Hidrossol Hidroelétricas Cassol Ltda,C,2005-06-01
5268,CN ENERGIA S/A,C,2006-01-07
5269,GESM - GERAÇÃO DE ENERGIA SUL DE MINAS S/A,C,1927-01-01
5270,CEMIG Geração Leste S.A.,B,1957-10-01
5271,Juruena Energia S.A,B,1993-01-01
