_id,NomEmpresa,IdcClassificacaoBarragens,DatConclusaoConstrucao
4415,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4416,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4417,Produtores Energéticos de Manso S.A,B,2000-01-01
4418,Produtores Energéticos de Manso S.A,B,2000-01-01
4419,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4420,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4421,Produtores Energéticos de Manso S.A,B,2000-01-01
4422,Produtores Energéticos de Manso S.A,B,2000-01-01
4423,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4424,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4425,Produtores Energéticos de Manso S.A,B,2000-01-01
4426,Produtores Energéticos de Manso S.A,B,2000-01-01
4427,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4428,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4429,Produtores Energéticos de Manso S.A,B,2000-01-01
4430,Produtores Energéticos de Manso S.A,B,2000-01-01
4431,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4432,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4433,Produtores Energéticos de Manso S.A,B,2000-01-01
4434,Produtores Energéticos de Manso S.A,B,2000-01-01
4435,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4436,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4437,Produtores Energéticos de Manso S.A,B,2000-01-01
4438,Produtores Energéticos de Manso S.A,B,2000-01-01
4439,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4440,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4441,Produtores Energéticos de Manso S.A,B,2000-01-01
4442,Produtores Energéticos de Manso S.A,B,2000-01-01
4443,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4444,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4445,Produtores Energéticos de Manso S.A,B,2000-01-01
4446,Produtores Energéticos de Manso S.A,B,2000-01-01
4447,Furnas-Centrais Elétricas S.A.,B,1975-10-25
4448,RIO NOVO ENERGIAS RENOVÁVEIS LTDA,B,1997-10-30
4449,Companhia Hidro Elétrica do São Francisco,B,1954-09-18
4450,Furnas-Centrais Elétricas S.A.,B,1956-12-21
4451,Furnas-Centrais Elétricas S.A.,B,1973-07-03
4452,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1955-01-01
4453,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
4454,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
4455,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
4456,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
4457,Companhia Hidro Elétrica do São Francisco,B,1955-01-01
4458,Companhia Hidro Elétrica do São Francisco,B,1967-01-01
4459,Companhia Hidro Elétrica do São Francisco,B,1994-12-01
4460,Companhia Hidro Elétrica do São Francisco,B,1994-05-30
4461,Companhia Hidro Elétrica do São Francisco,B,1992-08-01
4462,Companhia Hidro Elétrica do São Francisco,B,1992-09-01
4463,Companhia Hidro Elétrica do São Francisco,B,1994-03-21
4464,CEMIG Geração e Transmissão S.A.,B,1981-10-31
4465,CEMIG Geração e Transmissão S.A.,B,1981-10-31
4466,CEMIG Geração e Transmissão S.A.,B,1981-10-31
4467,Furnas-Centrais Elétricas S.A.,B,1969-11-01
4468,Furnas-Centrais Elétricas S.A.,B,1969-11-01
4469,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
4470,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
4471,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
4472,SPE Várzea Alegre Energia S.A.,B,2010-11-05
4473,TRÍADE ENERGIAS RENOVÁVEIS LTDA.,B,1956-03-01
4474,SPE Varginha Energia S.A.,B,2010-09-02
4475,Corumbá Concessões S.A.,B,2005-04-01
4476,Dme Energética S.A. - DMEE,C,2003-02-01
4477,Rialma Companhia Energética III S.A.,B,2008-11-01
4478,ENERGÉTICA CORUMBÁ III S.A.,B,2008-09-30
4479,GERAÇÃO CIII S/A,B,2008-09-30
4480,ENERGÉTICA CORUMBÁ III S.A.,B,2008-07-18
4481,GERAÇÃO CIII S/A,B,2008-07-18
4482,Foz do Chapecó Energia S.A.,B,2010-08-25
4483,Foz do Chapecó Energia S.A.,B,2010-08-25
4484,Central Elétrica Anhanguera S.A,C,2010-01-15
4485,Cia. Bom Sucesso de Eletricidade,C,1959-08-10
4486,Cia. Bom Sucesso de Eletricidade,C,1959-08-10
4487,KINROSS BRASIL MINERAÇÃO S/A,B,2010-03-25
4488,KINROSS BRASIL MINERAÇÃO S/A,B,2010-01-29
4489,Segredo Energia S.A.,C,2012-04-10
4490,PCH Santa Rosa S.A,C,2013-10-18
4491,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2006-10-01
4492,Serrana Energética S.A.,C,2010-03-12
4493,Serrana Energética S.A.,C,2010-03-12
4494,Criúva Energética S.A,C,2010-01-05
4495,Boa Fé Energética S.A.,C,2011-02-01
4496,Rialma Companhia Energética IV S.A,C,2012-11-01
4497,Hidroelétrica Chupinguaia LTDA.,C,2008-10-01
4498,Pampeana Energética S.A.,B,2009-03-25
4499,Pampeana Energética S.A.,B,2009-03-25
4500,Pampeana Energética S.A.,B,2009-03-25
4501,Canaã Geração de Energia S.A,B,2014-11-01
4502,BAGUARI I GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,2009-01-01
4503,CEMIG BAGUARI ENERGIA S.A,B,2009-01-01
4504,Furnas-Centrais Elétricas S.A.,B,2009-01-01
4505,BAGUARI I GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,2009-01-01
4506,CEMIG BAGUARI ENERGIA S.A,B,2009-01-01
4507,Furnas-Centrais Elétricas S.A.,B,2009-01-01
4508,Furnas-Centrais Elétricas S.A.,B,2012-11-24
4509,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4510,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4511,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4512,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4513,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4514,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4515,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4516,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4517,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4518,Ijuí Energia S.A.,B,2010-11-09
4519,Energética Saudades S.A,C,2008-12-20
4520,Carnaúba Geração de Energia S.A,B,2016-02-26
4521,Ferreira Gomes Energia S.A.,B,2014-07-01
4522,Ferreira Gomes Energia S.A.,B,2014-07-01
4523,Ferreira Gomes Energia S.A.,B,2014-07-01
4524,Verde 08 Energia S.A.,B,2018-03-01
4525,Rincão São Miguel Energética S.A,C,2021-01-27
4526,Rincão dos Albinos Energética S.A.,C,2021-01-27
4527,Salto do Guassupi Energética S.A,C,2020-10-20
4528,PB PRODUÇÃO DE ENERGIA ELÉTRICA EIRELI,B,2020-11-02
4529,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2018-12-20
4530,PESQUEIRO ENERGIA S/A,C,2020-11-18
4531,Mauê S.A. - Geradora e Fornecedora de Insumos,B,2019-09-10
4532,IJUÍ CENTENÁRIA GERAÇÃO SPE LTDA,C,2018-11-29
4533,ENERGÉTICA PCH BELEZA LTDA,C,2020-04-28
4534,Aliança Geração de Energia S.A.,B,2005-05-30
4535,Aliança Geração de Energia S.A.,B,2005-05-31
4536,Aliança Geração de Energia S.A.,C,2005-05-31
4537,Aliança Geração de Energia S.A.,C,2005-05-31
4538,Aliança Geração de Energia S.A.,C,2005-05-31
4539,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-12-15
4540,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-12-15
4541,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1953-01-01
4542,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1953-01-01
4543,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1953-01-01
4544,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4545,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4546,Produtores Energéticos de Manso S.A,B,2000-01-01
4547,Produtores Energéticos de Manso S.A,B,2000-01-01
4548,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4549,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4550,Produtores Energéticos de Manso S.A,B,2000-01-01
4551,Produtores Energéticos de Manso S.A,B,2000-01-01
4552,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4553,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4554,Produtores Energéticos de Manso S.A,B,2000-01-01
4555,Produtores Energéticos de Manso S.A,B,2000-01-01
4556,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4557,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4558,Produtores Energéticos de Manso S.A,B,2000-01-01
4559,Produtores Energéticos de Manso S.A,B,2000-01-01
4560,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4561,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4562,Produtores Energéticos de Manso S.A,B,2000-01-01
4563,Produtores Energéticos de Manso S.A,B,2000-01-01
4564,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4565,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4566,Produtores Energéticos de Manso S.A,B,2000-01-01
4567,Produtores Energéticos de Manso S.A,B,2000-01-01
4568,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4569,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4570,Produtores Energéticos de Manso S.A,B,2000-01-01
4571,Produtores Energéticos de Manso S.A,B,2000-01-01
4572,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4573,Furnas-Centrais Elétricas S.A.,B,2000-01-01
4574,Produtores Energéticos de Manso S.A,B,2000-01-01
4575,Produtores Energéticos de Manso S.A,B,2000-01-01
4576,Furnas-Centrais Elétricas S.A.,B,1975-10-25
4577,Furnas-Centrais Elétricas S.A.,B,1973-07-03
4578,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
4579,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
4580,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
4581,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
4582,Furnas-Centrais Elétricas S.A.,B,1969-11-01
4583,Furnas-Centrais Elétricas S.A.,B,1969-11-01
4584,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
4585,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
4586,Corumbá Concessões S.A.,B,2005-04-01
4587,Serrana Energética S.A.,B,2010-03-12
4588,Criúva Energética S.A,B,2010-01-05
4589,Boa Fé Energética S.A.,B,2011-02-01
4590,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4591,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4592,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4593,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4594,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4595,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4596,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4597,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4598,Furnas-Centrais Elétricas S.A.,B,2013-05-01
4599,Energética Saudades S.A,C,2008-12-20
4600,Ferreira Gomes Energia S.A.,B,2014-07-01
4601,Ferreira Gomes Energia S.A.,B,2014-07-01
4602,Verde 08 Energia S.A.,B,2018-03-01
4603,Rincão São Miguel Energética S.A,B,2021-01-27
4604,Rincão dos Albinos Energética S.A.,B,2021-01-27
4605,Salto do Guassupi Energética S.A,C,2020-10-20
4606,CENTRAL GERADORA HIDRELETRICA MANUEL ALVES LTDA,B,2004-01-01
4607,Aliança Geração de Energia S.A.,B,2005-05-30
4608,Aliança Geração de Energia S.A.,B,2005-05-31
4609,Aliança Geração de Energia S.A.,C,2005-05-31
4610,Aliança Geração de Energia S.A.,C,2005-05-31
4611,Aliança Geração de Energia S.A.,C,2005-05-31
4612,Furnas-Centrais Elétricas S.A.,B,1969-11-01
4613,Furnas-Centrais Elétricas S.A.,B,1969-11-01
4614,Ferreira Gomes Energia S.A.,B,2014-07-01
4615,Ferreira Gomes Energia S.A.,B,2014-07-01
4616,Verde 08 Energia S.A.,B,2018-03-01
4617,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
4618,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
4619,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1969-08-20
4620,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
4621,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,C,1953-08-20
4622,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2008-10-15
4623,SOCIBE ENERGIA S.A.,C,1996-06-01
4624,AES Brasil Operações S.A.,B,1978-08-22
4625,Companhia Brasileira de Alumínio,B,1974-06-06
4626,Statkraft Energias Renováveis S.A.,C,1920-02-20
4627,ELETRON ELETRICIDADE DE RONDÔNIA S/A,C,1998-10-15
4628,PRIMAVERA ENERGIA S.A.,C,1968-06-01
4629,Roraima Energia S.A.,B,1992-08-01
4630,Roraima Energia S.A.,B,1992-08-01
4631,Roraima Energia S.A.,B,1992-08-01
4632,Roraima Energia S.A.,B,1992-08-01
4633,Roraima Energia S.A.,B,1992-08-01
4634,Roraima Energia S.A.,B,1992-08-01
4635,Roraima Energia S.A.,B,1992-08-01
4636,Roraima Energia S.A.,B,1992-08-01
4637,Roraima Energia S.A.,B,1992-08-01
4638,Roraima Energia S.A.,B,1992-08-01
4639,Roraima Energia S.A.,B,1992-08-01
4640,Alto Jauru Energética S.A,C,2002-08-22
4641,PRIMAVERA ENERGIA S.A.,C,1970-06-01
4642,Jayaditya Empreendimentos e Participações Ltda,B,1949-01-01
4643,Água Clara Energética S.A.,B,1937-07-01
4644,Água Clara Energética S.A.,C,1937-08-01
4645,Dme Energética S.A. - DMEE,C,2009-09-01
4646,Dme Energética S.A. - DMEE,C,2009-09-01
4647,DME DISTRIBUIÇÃO S.A. - DMED,C,1999-01-01
4648,Copel Geração E Transmissão S.A.,B,1949-01-01
4649,Quanta Geração S.A.,B,1949-01-01
4650,AREAL ENERGIAS RENOVÁVEIS LTDA.,C,1962-01-01
4651,TECNOVOLT CENTRAIS ELÉTRICAS S.A.,C,2009-02-07
4652,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1989-02-10
4653,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
4654,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
4655,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
4656,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1987-11-30
4657,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
4658,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
4659,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,C,1986-12-31
4660,AES Brasil Operações S.A.,B,1969-12-26
4661,Companhia Brasileira de Alumínio,B,1986-01-31
4662,AES Brasil Operações S.A.,B,1964-04-11
4663,Elera Renováveis S.A.,B,2009-09-15
4664,Global Energia Elétrica S.A,C,2003-11-30
4665,Statkraft Energias Renováveis S.A.,C,2001-02-20
4666,Companhia Hidro Elétrica do São Francisco,B,1969-08-01
4667,PCH BV II - GERAÇÃO DE ENERGIA LTDA,B,1972-01-01
4668,BONFANTE ENERGÉTICA S/A,B,2008-05-16
4669,BONFANTE ENERGÉTICA S/A,C,2008-06-12
4670,CELESC Geração S.A.,C,1931-01-01
4671,CELESC Geração S.A.,C,1947-01-01
4672,CELESC Geração S.A.,B,1960-01-01
4673,NOVELIS DO BRASIL LTDA.,C,1958-01-01
4674,NOVELIS DO BRASIL LTDA.,C,1958-01-01
4675,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1960-08-01
4676,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-02-01
4677,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1951-01-01
4678,Electra PCH Buriti SPE S.A.,C,2018-03-22
4679,Chimay Empreendimentos e Participações Ltda.,C,1922-01-01
4680,ZONA DA MATA GERAÇÃO S/A,B,1998-06-15
4681,ENEL GREEN POWER CACHOEIRA DOURADA S.A,B,1958-06-01
4682,AES Brasil Operações S.A.,B,1966-09-28
4683,CEMIG Geração Oeste S.A.,B,1953-10-01
4684,CPFL Sul Centrais Elétricas Ltda,C,2005-11-20
4685,CEMIG Geração Camargos S.A.,B,1958-07-07
4686,ENGIE Brasil Energia S.A.,B,2002-02-10
4687,ENGIE Brasil Energia S.A.,B,2002-02-10
4688,ENGIE Brasil Energia S.A.,B,2002-02-10
4689,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-12-15
4690,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1956-12-15
4691,Aliança Geração de Energia S.A.,B,2004-06-23
4692,VALE S.A.,B,2004-06-23
4693,Rio Verde Energia S.A.,C,2006-09-10
4694,Companhia Brasileira de Alumínio,B,1999-04-24
4695,Rio Paranapanema Energia S.A.,B,1999-04-24
4696,Companhia Brasileira de Alumínio,B,1999-04-24
4697,Rio Paranapanema Energia S.A.,B,1999-04-24
4698,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1933-01-01
4699,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1933-01-01
4700,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1933-01-01
4701,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1933-01-01
4702,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1957-06-28
4703,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1957-06-28
4704,Rio Paranapanema Energia S.A.,B,1975-12-20
4705,Rio Paranapanema Energia S.A.,B,1975-12-20
4706,Sociedade Urbano CERBRANORTE - Geração de Energia Elétrica SPE Ltda.,C,2016-03-31
4707,APIACÁS ENERGIA S.A.,C,1970-06-01
4708,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2008-01-16
4709,Copel Geração E Transmissão S.A.,B,1959-01-01
4710,CAZUZA FERREIRA ENERGÉTICA S/A,C,2015-11-07
4711,CELESC Geração S.A.,B,1949-01-01
4712,CELESC Geração S.A.,C,1949-01-01
4713,CELESC Geração S.A.,B,1949-01-01
4714,CELESC Geração S.A.,C,1963-01-01
4715,Copel Geração E Transmissão S.A.,B,1949-01-01
4716,Rio Paranapanema Energia S.A.,B,1969-12-01
4717,Rio Paranapanema Energia S.A.,B,1969-12-01
4718,Chimay Empreendimentos e Participações Ltda.,C,1912-01-20
4719,Juruena Energia S.A,C,1995-01-01
4720,Usina Hidrelétrica Cachoeira Ltda,C,1995-01-01
4721,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4722,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4723,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4724,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4725,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4726,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4727,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4728,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4729,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4730,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4731,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4732,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4733,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4734,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4735,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4736,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4737,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4738,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4739,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4740,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4741,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4742,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4743,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4744,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4745,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1975-08-30
4746,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
4747,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1937-08-20
4748,"Libraga, Brandão & Cia Ltda.",C,1972-07-01
4749,GÊNESIS ENERGIA S/A,C,1953-04-30
4750,CEMIG Geração Sul S.A.,B,1994-06-01
4751,Furnas-Centrais Elétricas S.A.,B,1996-05-01
4752,Costa Rica Energética Ltda.,C,1998-12-01
4753,COPREL Cooperativa de Geração de Energia e Desenvolvimento,C,2001-03-01
4754,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2012-08-01
4755,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2017-08-01
4756,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2017-08-01
4757,Chimay Empreendimentos e Participações Ltda.,C,1912-01-10
4758,ESPORA ENERGÉTICA S.A,B,2006-04-30
4759,Furnas-Centrais Elétricas S.A.,B,1968-11-01
4760,Quanta Geração S.A.,C,1949-01-01
4761,AES Brasil Operações S.A.,B,1980-01-01
4762,Quanta Geração S.A.,C,1923-01-01
4763,LIGHT ENERGIA S.A,B,1904-01-01
4764,LIGHT ENERGIA S.A,C,1904-01-01
4765,LIGHT ENERGIA S.A,B,1913-01-01
4766,LIGHT ENERGIA S.A,B,1908-01-01
4767,LIGHT ENERGIA S.A,B,1945-01-01
4768,LIGHT ENERGIA S.A,B,1945-01-01
4769,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1950-01-01
4770,F.D.A. GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,1980-03-01
4771,Companhia Brasileira de Alumínio,B,1957-12-31
4772,Quanta Geração S.A.,C,1961-01-01
4773,Statkraft Energias Renováveis S.A.,C,1912-12-20
4774,Companhia Brasileira de Alumínio,B,1964-06-30
4775,Companhia Brasileira de Alumínio,B,1964-06-30
4776,Companhia Brasileira de Alumínio,B,1964-06-30
4777,Companhia Brasileira de Alumínio,B,1964-06-30
4778,Aliança Geração de Energia S.A.,B,2002-05-17
4779,Furnas-Centrais Elétricas S.A.,B,1963-07-04
4780,Furnas-Centrais Elétricas S.A.,B,1963-07-04
4781,Jaguari Energética S.A.,C,1960-06-15
4782,CEMIG Geração Oeste S.A.,C,1946-06-01
4783,CELESC Geração S.A.,B,1964-01-01
4784,Chimay Empreendimentos e Participações Ltda.,C,1913-01-20
4785,RIO PRETO ENERGIAS RENOVÁVEIS LTDA.,B,1983-01-01
4786,Copel Geração E Transmissão S.A.,B,1971-08-01
4787,SÃO GERALDO ENERGÉTICA LTDA,B,2003-06-15
4788,SÃO GERALDO ENERGÉTICA LTDA,B,2003-06-15
4789,MINERAÇÃO SANTA ELINA INDÚSTRIA E COMÉRCIO S.A.,B,2002-07-01
4790,Tangará Energia S.A.,B,2002-07-01
4791,Copel Geração E Transmissão S.A.,B,1957-01-01
4792,Brookfield Energia Renovável Minas Gerais S.A.,C,1912-06-01
4793,ARCELORMITTAL BRASIL S.A.,B,1997-07-01
4794,SAMARCO MINERAÇÃO S.A.,B,1997-07-01
4795,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
4796,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
4797,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
4798,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
4799,Empresa Metropolitana de Águas e Energia S.A.,C,1930-01-01
4800,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
4801,Empresa Metropolitana de Águas e Energia S.A.,B,1910-01-01
4802,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
4803,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
4804,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
4805,Empresa Metropolitana de Águas e Energia S.A.,B,1934-01-01
4806,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
4807,Empresa Metropolitana de Águas e Energia S.A.,B,1937-01-01
4808,Empresa Metropolitana de Águas e Energia S.A.,C,1940-06-29
4809,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1941-05-19
4810,AES Brasil Operações S.A.,B,1969-11-06
4811,Aliança Geração de Energia S.A.,B,1998-10-05
4812,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1998-10-05
4813,COMPANHIA SIDERÚRGICA NACIONAL,B,1998-10-05
4814,L.D.R.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,1998-10-05
4815,COOPERATIVA DE DISTRIBUIÇÃO E GERAÇÃO DE ENERGIA DAS MISSÕES - CERMISSÕES,C,1998-12-02
4816,LIGHT ENERGIA S.A,B,1924-01-01
4817,LIGHT ENERGIA S.A,B,1924-01-01
4818,LIGHT ENERGIA S.A,B,1924-01-01
4819,Rio Paraná Energia S.A.,B,1973-01-01
4820,Rio Paraná Energia S.A.,B,1973-01-01
4821,CEMIG Geração e Transmissão S.A.,B,2005-10-01
4822,IRARA ENERGÉTICA S/A,B,2008-02-26
4823,ISAMU IKEDA ENERGIA S.A.,B,1982-06-01
4824,ENGIE Brasil Energia S.A.,B,1999-12-15
4825,ITÁ ENERGÉTICA S/A,B,1999-12-15
4826,ENGIE Brasil Energia S.A.,B,1999-12-15
4827,ITÁ ENERGÉTICA S/A,B,1999-12-15
4828,ENGIE Brasil Energia S.A.,B,1999-12-15
4829,ITÁ ENERGÉTICA S/A,B,1999-12-15
4830,ENGIE Brasil Energia S.A.,B,1999-12-15
4831,ITÁ ENERGÉTICA S/A,B,1999-12-15
4832,Companhia Hidro Elétrica do São Francisco,B,1987-01-01
4833,ITAPEBI GERAÇÃO DE ENERGIA SA,B,2002-12-10
4834,Furnas-Centrais Elétricas S.A.,B,1979-10-01
4835,Companhia Brasileira de Alumínio,B,1914-10-30
4836,Companhia Brasileira de Alumínio,B,1914-10-30
4837,Companhia Brasileira de Alumínio,B,1914-10-30
4838,CEMIG Geração Itutinga S.A.,B,1953-10-01
