year;area km²;mun;geocode_ibge
2011;15,01;Acará;1500206
2011;0,69;Godofredo Viana;2104305
2011;0,59;Wanderlândia;1722081
2011;10,80;Rorainópolis;1400472
2011;0,76;Arari;2101004
2011;0,28;Araputanga;5101258
2011;15,28;Amarante do Maranhão;2100600
2011;4,48;Terra Nova do Norte;5108055
2011;0,07;Darcinópolis;1706506
2011;21,87;Alenquer;1500404
2011;100,47;Senador José Porfírio;1507805
2011;7,17;Iracema;1400282
2011;0,98;Presidente Dutra;2109106
2011;39,39;Sena Madureira;1200500
2011;0,96;Fonte Boa;1301605
2011;1,93;São Domingos do Araguaia;1507151
2011;58,94;Itupiranga;1503705
2011;12,06;Santa Terezinha;5107776
2011;27,47;Feliz Natal;5103700
2011;32,94;Santa Maria das Barreiras;1506583
2011;1,24;Formoso do Araguaia;1708205
2011;18,16;Prainha;1506005
2011;1,64;Monção;2106904
2011;0,00;Central do Maranhão;2103125
2011;9,21;Capitão Poço;1502301
2011;0,55;Mirante da Serra;1101302
2011;0,21;Cachoeira do Arari;1502004
2011;1,47;Itamarati;1301951
2011;15,94;Acrelândia;1200013
2011;21,37;Cotriguaçu;5103379
2011;3,32;Eirunepé;1301407
2011;4,90;Senador Alexandre Costa;2111748
2011;2,29;Bom Jesus do Tocantins;1501576
2011;10,58;Porto Walter;1200393
2011;1,83;Barão de Melgaço;5101605
2011;4,37;São João do Carú;2111029
2011;3,52;Piçarra;1505635
2011;2,04;Luís Domingues;2106201
2011;1,86;Dom Pedro;2103802
2011;4,06;Bom Jesus das Selvas;2102036
2011;0,44;Ribamar Fiquene;2109551
2011;0,16;Terra Alta;1507961
2011;11,70;Borba;1300805
2011;0,42;Poxoréu;5107008
2011;3,18;Amapá do Maranhão;2100550
2011;9,49;Nova Mutum;5106224
2011;0,09;Nossa Senhora do Livramento;5106109
2011;0,93;São Paulo de Olivença;1303908
2011;2,29;Alvorada D'Oeste;1100346
2011;1,74;Silves;1304005
2011;23,32;Feijó;1200302
2011;58,60;Boca do Acre;1300706
2011;0,98;Sítio Novo do Tocantins;1720804
2011;1,23;João Lisboa;2105500
2011;10,85;Monte Alegre;1504802
2011;0,71;Sorriso;5107925
2011;3,58;Nova Monte Verde;5108956
2011;0,07;Santa Rita do Tocantins;1718899
2011;0,08;Nazaré;1714302
2011;29,40;Centro Novo do Maranhão;2103174
2011;0,12;Chaves;1502509
2011;14,35;Ipixuna do Pará;1503457
2011;3,15;Corumbiara;1100072
2011;11,29;Alto Alegre;1400050
2011;0,59;Maracanã;1504307
2011;0,19;Riachinho;1718550
2011;2,72;Rio Crespo;1100262
2011;0,70;Presidente Vargas;2109304
2011;9,57;Bujari;1200138
2011;0,10;Santa Bárbara do Pará;1506351
2011;1,50;Cocalinho;5103106
2011;7,06;Envira;1301506
2011;0,95;São Geraldo do Araguaia;1507458
2011;3,37;Graça Aranha;2104701
2011;19,36;Porto de Moz;1505908
2011;6,67;Governador Eugênio Barros;2104602
2011;0,51;Ferreira Gomes;1600238
2011;0,77;Santo Antônio do Leverger;5107800
2011;1,17;Miranda do Norte;2106755
2011;1,02;Palestina do Pará;1505494
2011;12,29;Oriximiná;1505304
2011;11,83;Arame;2100956
2011;4,65;Nova Olinda do Maranhão;2107357
2011;14,10;Apiacás;5100805
2011;1,49;Espigão D'Oeste;1100098
2011;5,66;Alta Floresta;5100250
2011;8,86;Nova Maringá;5108907
2011;1,73;Laranjal do Jari;1600279
2011;29,06;Medicilândia;1504455
2011;1,68;Santo Antônio dos Lopes;2110302
2011;0,39;Peixe-Boi;1505601
2011;86,88;Colniza;5103254
2011;2,34;Santo Afonso;5107263
2011;2,78;Santo Antônio do Içá;1303700
2011;0,22;Ponta de Pedras;1505700
2011;2,35;Cidelândia;2103257
2011;2,16;Brejo Grande do Araguaia;1501758
2011;73,02;Portel;1505809
2011;1,06;Salvaterra;1506302
2011;0,58;Primavera;1506104
2011;10,19;Santa Carmem;5107248
2011;0,12;Muaná;1504901
2011;12,03;São José do Rio Claro;5107305
2011;41,92;Rio Branco;1200401
2011;9,46;Capixaba;1200179
2011;0,87;Tabatinga;1304062
2011;0,05;Bandeirantes do Tocantins;1703057
2011;0,31;Figueirópolis D'Oeste;5103809
2011;15,61;Óbidos;1505106
2011;0,46;Junco do Maranhão;2105658
2011;0,23;Marapanim;1504406
2011;1,21;Boa Vista do Gurupi;2101970
2011;0,46;Carauari;1301001
2011;1,11;Itapiranga;1302009
2011;0,12;Palmeirândia;2107605
2011;0,92;Guaraí;1709302
2011;1,72;Reserva do Cabaçal;5107156
2011;9,83;Garrafão do Norte;1503077
2011;2,24;Fernando Falcão;2104081
2011;1,29;Davinópolis;2103752
2011;54,64;Manicoré;1302702
2011;17,77;Vila Bela da Santíssima Trindade;5105507
2011;0,86;Cândido Mendes;2102606
2011;1,33;Japurá;1302108
2011;16,10;Paranaíta;5106299
2011;0,18;Nova Olímpia;5106232
2011;0,66;São Miguel do Tocantins;1720200
2011;13,13;Tabaporã;5107941
2011;1,66;Manaquiri;1302553
2011;0,73;Rolim de Moura;1100288
2011;0,38;Tocantinópolis;1721208
2011;0,66;Pracuúba;1600550
2011;3,93;Santa Luzia;2110005
2011;3,70;Viseu;1508308
2011;9,76;Turilândia;2112456
2011;20,11;Porto dos Gaúchos;5106802
2011;0,89;Benjamin Constant;1300607
2011;57,75;Grajaú;2104800
2011;7,33;Juína;5105150
2011;0,28;Presidente Médici;2109239
2011;0,24;Araguanã;1702158
2011;0,21;Amapá;1600105
2011;17,91;Candeias do Jamari;1100809
2011;0,82;São João do Paraíso;2111052
2011;2,15;Governador Jorge Teixeira;1101005
2011;2,30;Jacundá;1503804
2011;54,29;Machadinho D'Oeste;1100130
2011;1,30;Cacaulândia;1100601
2011;1,00;São José dos Quatro Marcos;5107107
2011;0,74;Alto Alegre do Maranhão;2100436
2011;2,88;Santa Rosa do Purus;1200435
2011;3,52;Santa Helena;2109809
2011;0,40;São Caetano de Odivelas;1507102
2011;0,75;Carlinda;5102793
2011;0,21;Pau D'Arco;1716307
2011;10,89;Marechal Thaumaturgo;1200351
2011;1,84;Urucará;1304302
2011;0,43;Melgaço;1504505
2011;3,12;Pontes e Lacerda;5106752
2011;14,80;Querência;5107065
2011;3,60;Presidente Sarney;2109270
2011;0,15;São Luís Gonzaga do Maranhão;2111409
2011;4,26;Pimenta Bueno;1100189
2011;3,07;São João do Araguaia;1507508
2011;0,86;Paço do Lumiar;2107506
2011;1,28;Nova Guarita;5108808
2011;0,68;Santa Fé do Araguaia;1718865
2011;7,88;Vilhena;1100304
2011;0,06;Palmeiras do Tocantins;1713809
2011;48,52;Apuí;1300144
2011;17,55;Itacoatiara;1301902
2011;6,11;Juruti;1503903
2011;7,04;Vale do Anari;1101757
2011;2,33;Ipixuna;1301803
2011;8,31;Ribeirão Cascalheira;5107180
2011;1,09;Nova União;1101435
2011;1,09;Santa Filomena do Maranhão;2109759
2011;11,68;Presidente Figueiredo;1303536
2011;0,88;Jaru;1100114
2011;0,15;Cachoeirinha;1703826
2011;0,23;Pacaraima;1400456
2011;26,78;Mucajaí;1400308
2011;181,86;Novo Repartimento;1505064
2011;2,37;Senador La Rocque;2111763
2011;0,75;Vargem Grande;2112704
2011;4,01;Floresta do Araguaia;1503044
2011;0,46;São José de Ribamar;2111201
2011;0,70;Uiramutã;1400704
2011;5,17;Conceição do Araguaia;1502707
2011;0,08;Formosa da Serra Negra;2104099
2011;0,80;Governador Archer;2104503
2011;4,36;Cantanhede;2102705
2011;1,03;Calçoene;1600204
2011;0,23;São Pedro da Água Branca;2111532
2011;94,14;Nova Ubiratã;5106240
2011;75,08;Lábrea;1302405
2011;1,54;Barcelos;1300409
2011;0,17;Maurilândia do Tocantins;1712801
2011;3,07;Jutaí;1302306
2011;0,16;Alto Paraguai;5100508
2011;1,92;Matões do Norte;2106631
2011;1,73;Bonito;1501600
2011;1,13;Porto Esperidião;5106828
2011;0,21;Campo Verde;5102678
2011;1,24;Lambari D'Oeste;5105234
2011;196,72;Pacajá;1505486
2011;28,14;Jacareacanga;1503754
2011;0,81;Codajás;1301308
2011;1,17;Marianópolis do Tocantins;1712504
2011;8,71;Bom Jardim;2102002
2011;0,15;Itaporã do Tocantins;1711100
2011;47,18;Cujubim;1100940
2011;4,09;Marajá do Sena;2106359
2011;7,45;Baião;1501204
2011;14,76;Xapuri;1200708
2011;20,65;Marcelândia;5105580
2011;19,83;Tapurah;5108006
2011;0,66;Nova Nazaré;5106174
2011;0,07;Marituba;1504422
2011;0,29;Sapezal;5107875
2011;2,09;Beruri;1300631
2011;2,23;Colinas;2103505
2011;0,56;Urucurituba;1304401
2011;1,37;Curralinho;1502806
2011;53,14;Novo Progresso;1505031
2011;0,24;Vigia;1508209
2011;8,41;Açailândia;2100055
2011;14,78;Breu Branco;1501782
2011;4,20;Paranatinga;5106307
2011;35,13;Paragominas;1505502
2011;75,82;Nova Mamoré;1100338
2011;0,97;Pedro do Rosário;2108256
2011;1,51;Amaturá;1300060
2011;0,10;São Bento do Tocantins;1720101
2011;49,64;Trairão;1508050
2011;5,32;Nova Ipixuna;1504976
2011;5,71;Pauini;1303502
2011;2,08;Penalva;2108306
2011;6,81;Alta Floresta D'Oeste;1100015
2011;0,58;Gurupá;1503101
2011;12,23;Bom Jesus do Araguaia;5101852
2011;0,46;Governador Nunes Freire;2104677
2011;26,36;Rondon do Pará;1506187
2011;1,65;Tucumã;1508084
2011;5,04;São João da Baliza;1400506
2011;3,95;Nova Santa Helena;5106190
2011;0,30;São Mateus do Maranhão;2111508
2011;0,56;Concórdia do Pará;1502756
2011;0,30;Paulo Ramos;2108108
2011;0,27;Rondonópolis;5107602
2011;3,30;Jenipapo dos Vieiras;2105476
2011;0,18;Axixá;2101103
2011;0,58;Lajeado Novo;2105989
2011;1,39;Boa Vista do Ramos;1300680
2011;2,72;Igarapé-Miri;1503309
2011;5,36;São Miguel do Guaporé;1100320
2011;12,20;Careiro da Várzea;1301159
2011;1,59;Xambioá;1722107
2011;0,50;Campestre do Maranhão;2102556
2011;12,51;Vila Rica;5108600
2011;89,41;Itaituba;1503606
2011;5,30;Eldorado do Carajás;1502954
2011;0,08;Sampaio;1718808
2011;0,42;Itaubal;1600253
2011;0,57;Mocajuba;1504604
2011;33,10;Nova Esperança do Piriá;1504950
2011;2,19;Manaus;1302603
2011;4,00;São Gabriel da Cachoeira;1303809
2011;57,00;Juara;5105101
2011;0,89;Bragança;1501709
2011;0,17;São Francisco do Pará;1507409
2011;2,48;Rosário;2109601
2011;1,36;Porto Franco;2109007
2011;10,95;Santarém;1506807
2011;12,14;Novo Santo Antônio;5106315
2011;0,40;Salinópolis;1506203
2011;0,06;Mãe do Rio;1504059
2011;1,96;Canarana;5102702
2011;1,15;São Francisco do Brejão;2110856
2011;1,03;Piraquê;1717206
2011;318,90;Porto Velho;1100205
2011;3,01;Faro;1503002
2011;1,16;Urupá;1101708
2011;0,07;Axixá do Tocantins;1702901
2011;0,41;Curuçá;1502905
2011;3,79;Porto Alegre do Norte;5106778
2011;33,12;Santana do Araguaia;1506708
2011;6,22;Juruena;5105176
2011;1,01;Barcarena;1501303
2011;0,43;Nobres;5105903
2011;0,39;Novo Horizonte do Norte;5106273
2011;0,83;Xinguara;1508407
2011;0,07;Sítio Novo;2111805
2011;21,45;Goianésia do Pará;1503093
2011;2,07;Carutapera;2102903
2011;249,90;Altamira;1500602
2011;6,25;Tomé-Açu;1508001
2011;0,79;Montes Altos;2107001
2011;0,89;Cajari;2102507
2011;11,00;Humaitá;1301704
2011;1,39;Terra Santa;1507979
2011;6,79;Aurora do Pará;1500958
2011;0,09;Recursolândia;1718501
2011;0,41;Ministro Andreazza;1101203
2011;40,98;Rurópolis;1506195
2011;0,52;Anajatuba;2100709
2011;9,73;Gonçalves Dias;2104404
2011;1,58;Atalaia do Norte;1300201
2011;64,59;Marabá;1504208
2011;0,15;Icatu;2105104
2011;3,81;Coari;1301209
2011;0,11;Água Boa;5100201
2011;5,06;Centro do Guilherme;2103158
2011;3,42;Tefé;1304203
2011;0,10;Santana;1600600
2011;42,60;Moju;1504703
2011;53,12;Vitória do Xingu;1508357
2011;13,56;Brasnorte;5101902
2011;0,00;São João do Soter;2111078
2011;38,31;Uruará;1508159
2011;0,40;Maranhãozinho;2106375
2011;11,61;Mâncio Lima;1200336
2011;6,53;Guajará;1301654
2011;0,64;Breves;1501808
2011;2,41;Praia Norte;1718303
2011;6,49;Almeirim;1500503
2011;0,11;Pequizeiro;1716653
2011;4,54;Barra do Bugres;5101704
2011;4,38;Itinga do Maranhão;2105427
2011;7,87;Seringueiras;1101500
2011;11,37;Ipiranga do Norte;5104526
2011;4,24;Chupinguaia;1100924
2011;1,65;Bujaru;1501907
2011;1,02;Vila Nova dos Martírios;2112852
2011;0,74;Cabixi;1100031
2011;1,87;Santa Isabel do Rio Negro;1303601
2011;2,78;Rio Maria;1506161
2011;4,80;Careiro;1301100
2011;0,74;Colorado do Oeste;1100064
2011;5,42;São Luiz;1400605
2011;0,46;Tangará da Serra;5107958
2011;0,45;Cachoeira Grande;2102374
2011;15,19;Novo Mundo;5106265
2011;0,15;Cuiabá;5103403
2011;7,52;Água Azul do Norte;1500347
2011;2,68;São Sebastião do Uatumã;1303957
2011;46,78;Itanhangá;5104542
2011;11,13;União do Sul;5108303
2011;19,24;Tarauacá;1200609
2011;2,28;Itaipava do Grajaú;2105351
2011;2,82;Assis Brasil;1200054
2011;1,57;Belterra;1501451
2011;0,31;Santo Antônio do Tauá;1507003
2011;2,67;Presidente Juscelino;2109205
2011;5,58;Rio Preto da Eva;1303569
2011;0,07;Limoeiro do Ajuru;1504000
2011;0,60;Novo Horizonte do Oeste;1100502
2011;3,69;Lagoa da Confusão;1711902
2011;56,78;Peixoto de Azevedo;5106422
2011;7,01;Rondolândia;5107578
2011;0,19;Arapoema;1702307
2011;15,36;Alto Paraíso;1100403
2011;4,71;Bacabeira;2101251
2011;2,31;Cacoal;1100049
2011;2,73;Conquista D'Oeste;5103361
2011;0,08;Serra do Navio;1600055
2011;14,64;Maués;1302900
2011;1,93;Capinzal do Norte;2102754
2011;2,28;Santa Cruz do Xingu;5107743
2011;0,19;Nova Brasilândia;5106208
2011;4,11;Nova Canaã do Norte;5106216
2011;0,48;Matinha;2106508
2011;0,15;Dois Irmãos do Tocantins;1707207
2011;0,98;Castanhal;1502400
2011;5,27;Serra Nova Dourada;5107883
2011;5,93;São José do Xingu;5107354
2011;0,99;Tonantins;1304237
2011;3,99;Governador Luiz Rocha;2104628
2011;0,93;Caapiranga;1300839
2011;3,99;Nova Marilândia;5108857
2011;1,21;Ji-Paraná;1100122
2011;2,29;Itaguatins;1710706
2011;9,21;Guarantã do Norte;5104104
2011;7,00;Senador Guiomard;1200450
2011;3,71;Buriticupu;2102325
2011;58,92;Cumaru do Norte;1502764
2011;0,13;Aguiarnópolis;1700301
2011;3,35;Curuá;1502855
2011;0,15;Colares;1502608
2011;2,33;Bagre;1501105
2011;8,78;Manacapuru;1302504
2011;4,95;Barreirinha;1300508
2011;0,08;Peri Mirim;2108405
2011;38,43;Brasil Novo;1501725
2011;2,53;Porto Grande;1600535
2011;28,93;Matupá;5105606
2011;2,09;Oiapoque;1600501
2011;0,05;Angico;1701051
2011;4,39;Tapauá;1304104
2011;19,70;Alto Boa Vista;5100359
2011;1,34;São Miguel do Guamá;1507607
2011;0,58;Lucas do Rio Verde;5105259
2011;2,57;Aragominas;1701309
2011;1,14;Turiaçu;2112407
2011;0,67;Joselândia;2105609
2011;1,82;Pinheiro;2108603
2011;13,21;Canabrava do Norte;5102694
2011;13,81;Itapuã do Oeste;1101104
2011;0,21;Bernardo do Mearim;2101939
2011;2,34;Parauapebas;1505536
2011;39,96;Placas;1505650
2011;0,26;Curionópolis;1502772
2011;0,15;Teixeirópolis;1101559
2011;5,29;Codó;2103307
2011;5,51;Tuntum;2112308
2011;0,84;Vitória do Mearim;2112902
2011;14,93;Nova Lacerda;5106182
2011;16,16;Porto Acre;1200807
2011;8,56;Itaúba;5104559
2011;42,32;Buritis;1100452
2011;0,35;Cutias;1600212
2011;17,48;Costa Marques;1100080
2011;0,72;Brejo de Areia;2102150
2011;1,21;Cáceres;5102504
2011;4,90;Parintins;1303403
2011;8,89;Tucuruí;1508100
2011;8,34;Alto Alegre dos Parecis;1100379
2011;0,89;Imperatriz;2105302
2011;19,04;Tailândia;1507953
2011;7,11;Epitaciolândia;1200252
2011;2,48;Pau D'Arco;1505551
2011;0,58;Anori;1300102
2011;1,34;Pedra Branca do Amapari;1600154
2011;139,39;São Félix do Xingu;1507300
2011;5,54;Ourilândia do Norte;1505437
2011;1,62;Santa Rita;2110203
2011;0,06;Bacabal;2101202
2011;0,25;Belém;1501402
2011;9,70;Gaúcha do Norte;5103858
2011;14,52;Brasiléia;1200104
2011;1,19;Campo Novo do Parecis;5102637
2011;1,52;Mazagão;1600402
2011;0,67;Presidente Médici;1100254
2011;0,19;Planalto da Serra;5106455
2011;0,21;Couto Magalhães;1706001
2011;1,33;Uarini;1304260
2011;0,82;Mirassol d'Oeste;5105622
2011;0,83;Macapá;1600303
2011;0,34;Santa Luzia do Pará;1506559
2011;4,88;Irituia;1503507
2011;1,10;Vitória do Jari;1600808
2011;4,70;Rodrigues Alves;1200427
2011;23,87;Autazes;1300300
2011;5,64;Bannach;1501253
2011;0,48;Colíder;5103205
2011;0,07;Nova Olinda;1714880
2011;0,73;São João da Ponta;1507466
2011;3,70;Ariquemes;1100023
2011;8,00;Sinop;5107909
2011;0,15;Governador Edison Lobão;2104552
2011;1,68;Vera;5108501
2011;4,04;Nhamundá;1303007
2011;0,13;Pedreiras;2108207
2011;17,82;Novo Aripuanã;1303304
2011;0,08;Jaciara;5104807
2011;48,44;Nova Bandeirantes;5106158
2011;1,06;Jatobá;2105450
2011;0,26;Tracuateua;1508035
2011;1,45;Governador Newton Bello;2104651
2011;0,12;Timbiras;2112100
2011;0,45;Viana;2112803
2011;22,88;Ulianópolis;1508126
2011;0,10;Jauru;5105002
2011;0,19;Nova Timboteua;1505007
2011;10,87;Mojuí dos Campos;1504752
2011;24,97;Confresa;5103353
2011;3,83;Bonfim;1400159
2011;0,87;Anamã;1300086
2011;2,82;Iranduba;1301852
2011;4,84;Nova Brasilândia D'Oeste;1100148
2011;0,37;Chapada dos Guimarães;5103007
2011;3,67;Ananás;1701002
2011;0,18;Ouro Preto do Oeste;1100155
2011;12,69;Cruzeiro do Sul;1200203
2011;24,61;Dom Eliseu;1502939
2011;0,83;Abaetetuba;1500107
2011;1,05;Redenção;1506138
2011;0,01;Poção de Pedras;2108900
2011;1,55;São Luís;2111300
2011;1,22;Diamantino;5103502
2011;0,07;Campos de Júlio;5102686
2011;0,54;Santa Luzia do Paruá;2110039
2011;1,20;Ourém;1505403
2011;4,77;Peritoró;2108454
2011;1,16;Novo Airão;1303205
2011;11,68;Cláudia;5103056
2011;3,09;Nova Olinda do Norte;1303106
2011;5,61;Buritirana;2102358
2011;8,64;Cantá;1400175
2011;0,53;Presidente Kennedy;1718402
2011;0,62;Muricilândia;1713957
2011;2,99;Pirapemas;2108801
2011;0,57;Lima Campos;2106003
2011;19,14;São Félix do Araguaia;5107859
2011;0,14;Magalhães Barata;1504109
2011;0,65;Maraã;1302801
2011;1,11;Canaã dos Carajás;1502152
2011;0,41;Maracaçumé;2106326
2011;3,42;Fortuna;2104206
2011;0,06;Igarapé-Açu;1503200
2011;0,15;Pedro Afonso;1716505
2011;1,68;Cerejeiras;1100056
2011;25,65;Canutama;1300904
2011;0,16;Juscimeira;5105200
2011;6,47;Oeiras do Pará;1505205
2011;2,65;Araguatins;1702208
2011;0,55;Juruá;1302207
2011;3,00;São Domingos do Capim;1507201
2011;8,01;Manoel Urbano;1200344
2011;0,39;Caseara;1703909
2011;34,50;Aveiro;1501006
2011;5,98;Jordão;1200328
2011;0,48;Carmolândia;1703883
2011;0,52;Santa Rita do Trivelato;5107768
2011;0,53;São José dos Basílios;2111250
2011;1,13;São João de Pirabas;1507474
2011;7,57;Parecis;1101450
2011;6,53;Zé Doca;2114007
2011;2,12;Tartarugalzinho;1600709
2011;26,63;Campo Novo de Rondônia;1100700
2011;6,15;Guajará-Mirim;1100106
2011;0,25;Vale do Paraíso;1101807
2011;14,79;Caroebe;1400233
2011;10,24;Monte Negro;1101401
2011;6,83;Castanheira;5102850
2011;17,24;Barra do Corda;2101608
2011;0,00;Lagoa do Tocantins;1711951
2010;0,00;Central do Maranhão;2103125
2010;0,00;Lagoa do Tocantins;1711951
2010;0,00;Filadélfia;1707702
2010;0,00;Carolina;2102804
2010;0,00;Olho d'Água das Cunhãs;2107407
2010;0,00;Benedito Leite;2101806
2010;0,00;Cristalândia;1706100
2010;0,00;Araguainha;5101209
2010;0,00;Abreulândia;1700251
2010;0,00;Fátima;1707553
2010;0,00;Miranorte;1713304
2010;0,00;Cachoeirinha;1703826
2010;0,00;Riachão;2109502
2010;0,00;São Roberto;2111672
2010;0,00;Ponte Alta do Tocantins;1717909
2010;0,00;Teixeirópolis;1101559
2010;0,00;Sucupira do Norte;2111904
2010;0,00;São Pedro da Cipa;5107404
2010;0,00;Taipas do Tocantins;1720937
2010;0,00;Pontal do Araguaia;5106653
2010;0,00;Buriti do Tocantins;1703800
2010;0,00;Bacuri;2101301
2010;0,00;Alto Taquari;5100607
2010;0,00;Santo Antônio do Leste;5107792
2010;0,00;Santa Rita do Tocantins;1718899
2010;0,00;São Salvador do Tocantins;1720259
2010;0,00;Palmeirante;1715705
2010;0,00;Vitorino Freire;2113009
2010;0,00;São Sebastião do Tocantins;1720309
2010;0,00;Porto Alegre do Tocantins;1718006
2010;0,00;Irituia;1503507
2010;0,00;Itiquira;5104609
2010;0,00;Pugmil;1718451
2010;0,00;Lago dos Rodrigues;2105948
2010;0,00;Carrasco Bonito;1703891
2010;0,00;Rosário Oeste;5107701
2010;0,00;Palmas;1721000
2010;0,00;Paranã;1716208
2010;0,00;Tupirama;1721257
2010;0,00;Porto Rico do Maranhão;2109056
2010;0,00;Passagem Franca;2107902
2010;0,00;Barra do Ouro;1703073
2010;0,00;Cajapió;2102408
2010;0,00;São Domingos do Azeitão;2110658
2010;0,00;Bela Vista do Maranhão;2101772
2010;0,00;Tocantínia;1721109
2010;0,00;Alvorada;1700707
2010;0,00;Talismã;1720978
2010;0,00;Gurupi;1709500
2010;0,00;Raposa;2109452
2010;0,00;Sucupira;1720853
2010;0,00;Torixoréu;5108204
2010;0,00;Mirinzal;2106805
2010;0,00;Natividade;1714203
2010;0,00;Conceição do Lago-Açu;2103554
2010;0,00;Guiratinga;5104203
2010;0,00;Darcinópolis;1706506
2010;0,00;Goiatins;1709005
2010;0,00;Alto Garças;5100409
2010;0,00;Santa Rosa do Tocantins;1718907
2010;0,00;Rio Branco;5107206
2010;0,00;Igarapé Grande;2105203
2010;0,00;Guimarães;2104909
2010;0,00;Primavera do Leste;5107040
2010;0,00;Jaú do Tocantins;1711506
2010;0,00;Alto Paraguai;5100508
2010;0,00;Ponte Alta do Bom Jesus;1717800
2010;0,00;Barra do Garças;5101803
2010;0,00;Igarapé do Meio;2105153
2010;0,00;Recursolândia;1718501
2010;0,00;Santa Cruz do Arari;1506401
2010;0,00;Divinópolis do Tocantins;1707108
2010;0,00;Cuiabá;5103403
2010;0,00;Nova Rosalândia;1715002
2010;0,00;São Vicente Ferrer;2111706
2010;0,00;Mãe do Rio;1504059
2010;0,00;Arraias;1702406
2010;0,00;Juarina;1711803
2010;0,00;Olinda Nova do Maranhão;2107456
2010;0,00;Acorizal;5100102
2010;0,00;Inhangapi;1503408
2010;0,00;Bom Lugar;2102077
2010;0,00;Barrolândia;1703107
2010;0,00;Santa Terezinha do Tocantins;1720002
2010;0,00;Campos Lindos;1703842
2010;0,00;Chapada de Areia;1704600
2010;0,00;Dianópolis;1707009
2010;0,00;General Carneiro;5103908
2010;0,00;Rio Sono;1718758
2010;0,00;São Félix de Balsas;2110807
2010;0,00;Cariri do Tocantins;1703867
2010;0,00;Campinápolis;5102603
2010;0,00;Novo Acordo;1715101
2010;0,00;Tabocão;1708254
2010;0,00;Brasilândia do Tocantins;1703602
2010;0,00;São Bento;2110500
2010;0,00;Paraíso do Tocantins;1716109
2010;0,00;Santa Maria do Tocantins;1718881
2010;0,00;Lajeado;1712009
2010;0,00;Jaciara;5104807
2010;0,00;Aurora do Tocantins;1702703
2010;0,00;Brejinho de Nazaré;1703701
2010;0,00;Silvanópolis;1720655
2010;0,00;Chapada da Natividade;1705102
2010;0,00;Porto Nacional;1718204
2010;0,00;Lavandeira;1712157
2010;0,00;Rio dos Bois;1718709
2010;0,00;Água Boa;5100201
2010;0,00;Altamira do Maranhão;2100402
2010;0,00;Monte Santo do Tocantins;1713700
2010;0,00;Ipueiras;1709807
2010;0,00;Crixás do Tocantins;1706258
2010;0,00;Apicum-Açu;2100832
2010;0,00;Presidente Médici;2109239
2010;0,00;Ponte Branca;5106703
2010;0,00;Santa Tereza do Tocantins;1719004
2010;0,00;Paraibano;2107704
2010;0,00;Curvelândia;5103437
2010;0,00;Lago Verde;2105906
2010;0,00;Cedral;2103109
2010;0,00;Babaçulândia;1703008
2010;0,00;Pindorama do Tocantins;1717008
2010;0,00;Alto Araguaia;5100300
2010;0,00;Pio XII;2108702
2010;0,00;Rio da Conceição;1718659
2010;0,00;Pastos Bons;2108009
2010;0,00;São Pedro dos Crentes;2111573
2010;0,00;Colinas do Tocantins;1705508
2010;0,00;Fortaleza dos Nogueiras;2104107
2010;0,00;Araguaçu;1702000
2010;0,00;Sandolândia;1718840
2010;0,00;Aparecida do Rio Negro;1701101
2010;0,00;Tupiratins;1721307
2010;0,00;Aliança do Tocantins;1700350
2010;0,00;Ouro Preto do Oeste;1100155
2010;0,00;São Félix do Tocantins;1720150
2010;0,00;Normandia;1400407
2010;0,00;Ribeirãozinho;5107198
2010;0,00;Balsas;2101400
2010;0,00;Novo Jardim;1715259
2010;0,00;Novo Alegre;1715150
2010;0,00;Tufilândia;2112274
2010;0,00;Figueirópolis;1707652
2010;0,00;Nova Brasilândia;5106208
2010;0,00;Miracema do Tocantins;1713205
2010;0,00;Tasso Fragoso;2112001
2010;0,00;Várzea Grande;5108402
2010;0,00;Monte do Carmo;1713601
2010;0,00;Santa Inês;2109908
2010;0,00;Tesouro;5108105
2010;0,00;Marituba;1504422
2010;0,00;Bom Jesus do Tocantins;1703305
2010;0,00;Planalto da Serra;5106455
2010;0,00;Conceição do Tocantins;1705607
2010;0,00;Carmolândia;1703883
2010;0,00;Alto Parnaíba;2100501
2010;0,00;Poção de Pedras;2108900
2010;0,00;São João Batista;2111003
2010;0,00;São José do Povo;5107297
2010;0,00;Canarana;5102702
2010;0,00;Nova Iorque;2107308
2010;0,00;Peixe;1716604
2010;0,00;Jangada;5104906
2010;0,00;Presidente Kennedy;1718402
2010;0,00;São Raimundo das Mangabeiras;2111607
2010;0,00;Mirador;2106706
2010;0,00;Mateiros;1712702
2010;0,00;Sampaio;1718808
2010;0,00;Nova Colinas;2107258
2010;0,00;Glória D'Oeste;5103957
2010;0,00;Satubinha;2111722
2010;0,00;Oliveira de Fátima;1715507
2010;0,00;Castanheiras;1100908
2010;0,00;Pindaré-Mirim;2108504
2010;0,00;Cururupu;2103703
2010;0,00;Itapiratins;1710904
2010;0,00;Novo São Joaquim;5106281
2010;0,00;Itacajá;1710508
2010;0,00;Peri Mirim;2108405
2010;0,00;Almas;1700400
2010;0,00;Loreto;2106102
2010;0,00;Palmeirópolis;1715754
2010;0,00;Sambaíba;2109700
2010;0,00;Lizarda;1712405
2010;0,00;Taguatinga;1720903
2010;0,00;Bacurituba;2101350
2010;0,00;Centenário;1704105
